LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CORPORATE ALLOCATION SERVICES INC,10/27/22,8/6/22,8/7/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000180_8900_89303918AEM000006_8900/,59000.0,234854.4,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29803,16.23,contract,,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC,10/27/22,1/10/08,9/30/22,https://www.usaspending.gov/award/CONT_AWD_DEAC0908SR22470_8900_-NONE-_-NONE-/,335964403.3,19974937442.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Trenton-Princeton, NJ Metro Area",40.282503,-74.703724,SD,08536,7.1,contract,,THE TRUSTEES OF PRINCETON UNIVERSITY,10/27/22,1/31/09,3/31/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0209CH11466_8900_-NONE-_-NONE-/,8548145.0,1531884561.0,Department of Energy,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"Trenton-Princeton, NJ Metro Area",40.282503,-74.703724,SD,08536,7.1,contract,,THE TRUSTEES OF PRINCETON UNIVERSITY,10/27/22,1/31/09,3/31/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0209CH11466_8900_-NONE-_-NONE-/,0.0,1531884561.0,Department of Energy,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99336,11.04,contract,,ATTAINX INC.,10/27/22,6/30/22,7/4/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000168_8900_89303918AEM000003_8900/,59310.0,321438.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,10/27/22,9/20/21,9/19/22,https://www.usaspending.gov/award/CONT_AWD_89304021FEM400099_8900_89304019DEM000007_8900/,-100553.74,156905.26,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,ATTAINX INC.,10/27/22,8/16/19,8/18/23,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000088_8900_89303918AEM000003_8900/,93456.0,1404436.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,"TEKPRO SUPPORT SERVICES, LLC",10/27/22,9/21/20,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303320FEM400184_8900_89303320DEM000034_8900/,142439.21,1235305.58,Department of Energy,ALL OTHER BUSINESS SUPPORT SERVICES
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",34.358748,-119.133145,SD,93063,25.75,contract,,"TEKPRO SUPPORT SERVICES, LLC",10/27/22,9/21/20,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303320FEM400185_8900_89303320DEM000034_8900/,0.0,671805.8,Department of Energy,ALL OTHER BUSINESS SUPPORT SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CAMEO CONSULTING GROUP LLC,10/27/22,5/5/22,5/8/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000154_8900_89303918AEM000005_8900/,47330.77,141992.31,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"STREET LEGAL INDUSTRIES, INC",10/27/22,12/2/20,6/1/22,https://www.usaspending.gov/award/CONT_AWD_89304021FEM400074_8900_89304019DEM000009_8900/,-151424.74,316192.26,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22030,8.35,contract,,"INALAB CONSULTING, INC.",10/27/22,3/10/20,3/9/23,https://www.usaspending.gov/award/CONT_AWD_89303320CEM000057_8900_-NONE-_-NONE-/,425000.0,3468837.82,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"New Haven-Milford, CT Metro Area",41.349718,-72.900203,SD,11973,33.4,contract,,"BROOKHAVEN SCIENCE ASSOCIATES, LLC",10/27/22,1/5/15,1/4/25,https://www.usaspending.gov/award/CONT_AWD_DESC0012704_8900_-NONE-_-NONE-/,145486744.9,5729733165.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)"
"New Haven-Milford, CT Metro Area",41.349718,-72.900203,SD,11973,33.4,contract,,"BROOKHAVEN SCIENCE ASSOCIATES, LLC",10/27/22,1/5/15,1/4/25,https://www.usaspending.gov/award/CONT_AWD_DESC0012704_8900_-NONE-_-NONE-/,0.0,5729733165.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)"
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15122,6.25,contract,,"FLUOR MARINE PROPULSION, LLC",10/27/22,7/12/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-/,-186589.8,8500250000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",10/26/22,7/31/06,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,130644625.7,13463039307.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94720,6.88,contract,,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",10/26/22,6/1/05,5/31/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0205CH11231_8900_-NONE-_-NONE-/,178700502.0,16556597249.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87116,7.77,contract,,"ADVANCED MANAGEMENT STRATEGIES GROUP, INC.",10/26/22,12/19/19,2/16/23,https://www.usaspending.gov/award/CONT_AWD_89233120FNA400258_8900_GS00F024CA_4732/,457066.29,5491211.0,Department of Energy,ENGINEERING SERVICES
"Modesto, CA Metro Area",37.562316,-121.002831,SD,94550,31.59,contract,,"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",10/26/22,5/9/07,9/30/26,https://www.usaspending.gov/award/CONT_AWD_DEAC5207NA27344_8900_-NONE-_-NONE-/,0.0,28511892021.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,10/26/22,2/7/22,2/6/25,https://www.usaspending.gov/award/CONT_AWD_89303922FEM400044_8900_47QRAA21D0087_4732/,345072.0,1410873.6,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22182,14.95,contract,,COHNREZNICK LLP,10/26/22,1/14/21,12/31/21,https://www.usaspending.gov/award/CONT_AWD_89243221FNE000015_8900_DEMA0011836_8900/,-77619.35,279496.75,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22201,22.01,contract,,S C & A INC,10/26/22,10/1/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233122FNA400485_8900_47QRAA20D002W_4732/,0.0,1316660.0,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",10/26/22,8/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900/,88240000.0,1748750912.0,Department of Energy,REMEDIATION SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,ALLIANCE FOR SUSTAINABLE ENERGY LLC,10/26/22,7/29/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-/,8135407.0,9000000000.0,Department of Energy,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74103,12.2,contract,,PANAMERICAN CONSULTANTS INC,10/26/22,7/28/16,3/25/23,https://www.usaspending.gov/award/CONT_AWD_DEBP0005258_8900_DESW0000281_8900/,-89.55,44776.89,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"ROSS & ASSOCIATES ENVIRONMENTAL CONSULTING, LTD.",10/26/22,9/30/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400040_8900_GS00F0045P_4730/,53113.33,316103.6,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,10/26/22,6/20/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC2708RV14800_8900_-NONE-_-NONE-/,160000000.0,10062382364.0,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20064,27.97,contract,,ATKINS ENERGY FEDERAL EPC INC,10/26/22,12/11/20,12/11/23,https://www.usaspending.gov/award/CONT_AWD_89304021CEM000013_8900_-NONE-_-NONE-/,153593.99,2803556.0,Department of Energy,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,CIVIL DESIGN & ENGINEERING INC,10/26/22,9/27/21,4/30/23,https://www.usaspending.gov/award/CONT_AWD_89503321FWA000047_8900_89503421AWA000006_8900/,0.0,220767.39,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",45.600622,-122.484378,SD,97205,11.94,contract,,BAHFED CORP,10/26/22,9/6/22,1/2/23,https://www.usaspending.gov/award/CONT_AWD_89503122FWA400442_8900_GS35F0431Y_4732/,0.0,253042.35,Department of Energy,COMPUTER AND SOFTWARE STORES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87116,7.77,contract,,NATIONAL SECURITY PSYCHOLOGICAL SERVICES LLC,10/26/22,3/21/18,3/20/23,https://www.usaspending.gov/award/CONT_AWD_89233118CNA000020_8900_-NONE-_-NONE-/,200000.0,7747082.0,Department of Energy,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS"
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74103,12.2,contract,,PANAMERICAN CONSULTANTS INC,10/26/22,9/25/17,10/23/17,https://www.usaspending.gov/award/CONT_AWD_DEBP0005949_8900_DESW0000281_8900/,-1142.65,19618.32,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Riverside-San Bernardino-Ontario, CA Metro Area",34.538476,-116.134541,SD,92311,57.45,contract,,TRAVIS E SANDERS,10/26/22,2/3/17,2/5/22,https://www.usaspending.gov/award/CONT_AWD_DEWA0004042_8900_-NONE-_-NONE-/,-2345.79,35598.49,Department of Energy,BOTTLED WATER MANUFACTURING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20148,13.72,contract,,NORTHBOUND SOLUTIONS LLC,10/25/22,11/2/21,12/16/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400264_8900_DEEE0008101_8900/,12656.0,50727.17,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"CH2M HILL CONSTRUCTORS, INC.",10/25/22,3/30/15,1/30/24,https://www.usaspending.gov/award/CONT_AWD_DEEM0003601_8900_-NONE-_-NONE-/,0.0,55890180.0,Department of Energy,ENGINEERING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,INTERACTIVE TECHNOLOGIES GROUP INC,10/25/22,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000060_8900_89303918AEM000007_8900/,43697.67,504058.4,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Charlotte-Concord-Gastonia, NC-SC Metro Area",35.166342,-80.797285,SD,28262,11.21,contract,,ORANO FEDERAL SERVICES LLC,10/25/22,1/10/19,5/29/21,https://www.usaspending.gov/award/CONT_AWD_89243219FNE400024_8900_DENE0008491_8900/,-58202.77,2136100.0,Department of Energy,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20001,26.46,contract,,"BOSTON GOVERNMENT SERVICES, LLC",10/25/22,6/28/12,6/27/13,https://www.usaspending.gov/award/CONT_AWD_DEDT0004101_8900_DEEM0002036_8900/,0.0,1292643.69,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,SUMMIT TECHNOLOGIES LLC,10/25/22,7/14/20,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303920FEM000103_8900_89303918AEM000010_8900/,53294.4,673932.5,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20148,13.72,contract,,NORTHBOUND SOLUTIONS LLC,10/25/22,3/18/22,7/31/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400283_8900_DEEE0008101_8900/,-7125.55,6652.9,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,KATMAI HEALTH SERVICES LLC,10/25/22,9/7/21,9/13/22,https://www.usaspending.gov/award/CONT_AWD_89304021FEM400098_8900_89304019DEM000008_8900/,-14114.3,81985.7,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,KATMAI HEALTH SERVICES LLC,10/25/22,4/29/21,5/9/22,https://www.usaspending.gov/award/CONT_AWD_89304021FEM400090_8900_89304019DEM000008_8900/,-24889.09,175564.91,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60510,24.95,contract,,"FERMI RESEARCH ALLIANCE, LLC",10/25/22,1/1/07,12/31/24,https://www.usaspending.gov/award/CONT_AWD_DEAC0207CH11359_8900_-NONE-_-NONE-/,0.0,8534149637.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60510,24.95,contract,,"FERMI RESEARCH ALLIANCE, LLC",10/25/22,1/1/07,12/31/24,https://www.usaspending.gov/award/CONT_AWD_DEAC0207CH11359_8900_-NONE-_-NONE-/,100504556.0,8534149637.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94305,25.16,contract,,THE LELAND STANFORD JUNIOR UNIVERSITY,10/25/22,1/25/81,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0276SF00515_8900_-NONE-_-NONE-/,950000.0,12970000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"STREET LEGAL INDUSTRIES, INC",10/25/22,8/2/22,8/1/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000173_8900_89303918AEM000009_8900/,0.0,2471386.2,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",10/24/22,7/31/06,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,0.0,13332394681.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"EMP2, INC.",10/24/22,5/23/16,5/22/18,https://www.usaspending.gov/award/CONT_AWD_DEDT0011409_8900_DEEE0003382_8900/,-18648.33,7169.44,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,ATTAINX INC.,10/24/22,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000037_8900_89303918AEM000003_8900/,35195.6,353810.96,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,ISOTEK SYSTEMS LLC,10/24/22,10/9/03,12/31/24,https://www.usaspending.gov/award/CONT_AWD_DEAC0504OR22860_8900_-NONE-_-NONE-/,0.0,938777184.0,Department of Energy,ALL OTHER SUPPORT SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,CORPORATE ALLOCATION SERVICES INC,10/24/22,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000024_8900_89303918AEM000006_8900/,51000.0,1575103.06,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,ATTAINX INC.,10/24/22,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000022_8900_89303918AEM000003_8900/,178395.2,2451127.2,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,RSI SERVICES LLC,10/24/22,9/30/22,12/31/24,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400299_8900_89303321DEM000057_8900/,0.0,8542854.05,Department of Energy,REMEDIATION SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"EMP2, INC.",10/24/22,10/31/13,4/30/19,https://www.usaspending.gov/award/CONT_AWD_DEDT0005520_8900_DEEE0003382_8900/,-3078.3,50734.52,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"EMP2, INC.",10/24/22,11/6/13,11/5/18,https://www.usaspending.gov/award/CONT_AWD_DEDT0006624_8900_DEEE0003382_8900/,-5850.16,12720.64,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CAMEO CONSULTING GROUP LLC,10/24/22,9/19/19,9/18/23,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000090_8900_89303918AEM000005_8900/,38217.6,294777.6,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94305,25.16,contract,,THE LELAND STANFORD JUNIOR UNIVERSITY,10/23/22,1/25/81,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0276SF00515_8900_-NONE-_-NONE-/,109411270.0,12970000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,THE PEAK INC,10/21/22,9/14/22,12/30/22,https://www.usaspending.gov/award/CONT_AWD_89503322FWA400113_8900_GS02F0150V_4730/,2570.0,30166.75,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26501,14.62,contract,,SIA-STANTEC LLC,10/21/22,5/23/22,11/4/22,https://www.usaspending.gov/award/CONT_AWD_89243322FFE400381_8900_89243320DFE000014_8900/,0.0,73789.21,Department of Energy,ENGINEERING SERVICES
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,"SIGNET TECHNOLOGIES, INC.",10/21/22,5/13/21,10/21/22,https://www.usaspending.gov/award/CONT_AWD_89503121FWA400328_8900_GS07F0322T_4730/,-436434.54,155972.46,Department of Energy,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE"
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87123,4.34,contract,,"AMES 1, LLC",10/21/22,9/26/22,10/20/23,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000283_8900_-NONE-_-NONE-/,0.0,1696271.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"GOLDEN SVCS, L.L.C.",10/21/22,7/23/18,10/30/23,https://www.usaspending.gov/award/CONT_AWD_89243118CSC000013_8900_-NONE-_-NONE-/,1837200.0,61065267.53,Department of Energy,SECURITY GUARDS AND PATROL SERVICES
"Grand Rapids-Kentwood, MI Metro Area",43.037598,-85.778167,SD,49301,15.89,contract,,DOMESTIC AWARDEES (UNDISCLOSED),10/20/22,1/30/18,7/1/18,https://www.usaspending.gov/award/CONT_AWD_89503418FWA400055_8900_V797P4232B_3600/,-4342.32,0.0,Department of Energy,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING
"El Paso, TX Metro Area",31.527394,-105.521333,SD,88220,84.45,contract,,NUCLEAR WASTE PARTNERSHIP LLC,10/20/22,4/19/12,10/31/22,https://www.usaspending.gov/award/CONT_AWD_DEEM0001971_8900_-NONE-_-NONE-/,78951000.0,3043046208.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Louisville/Jefferson County, KY-IN Metro Area",38.305838,-85.681645,SD,40223,8.38,contract,,UNITED PARCEL SERVICE CO.,10/20/22,10/20/22,3/31/23,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401386_8900_HTC71117DC003_9700/,12900.0,13900.0,Department of Energy,COURIERS AND EXPRESS DELIVERY SERVICES
"Idaho Falls, ID Metro Area",43.620423,-112.420919,SD,83402,13.64,contract,,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,10/20/22,10/19/20,10/18/25,https://www.usaspending.gov/award/CONT_AWD_89243221FNE400061_8900_GS10F053AA_4732/,0.0,3320221.96,Department of Energy,ENGINEERING SERVICES
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",45.096664,-93.275361,SD,55123,21.39,contract,,WEST PUBLISHING CORPORATION,10/20/22,11/30/21,11/30/23,https://www.usaspending.gov/award/CONT_AWD_89303022FET400023_8900_LC14C7139_0300/,31642.44,62363.28,Department of Energy,ALL OTHER INFORMATION SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,10/20/22,6/20/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC2708RV14800_8900_-NONE-_-NONE-/,0.0,10062382364.0,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,ENTERPRISE TECHNICAL ASSISTANCE SERVICES INC,10/20/22,8/22/19,3/31/25,https://www.usaspending.gov/award/CONT_AWD_89303319CEM000055_8900_-NONE-_-NONE-/,2950000.0,114895406.9,Department of Energy,REMEDIATION SERVICES
"Huntington-Ashland, WV-KY-OH Metro Area",38.406577,-82.542646,SD,45661,53.64,contract,,"AMERICAN CENTRIFUGE OPERATING, LLC",10/19/22,5/31/19,11/30/22,https://www.usaspending.gov/award/CONT_AWD_89303519CNE000005_8900_-NONE-_-NONE-/,2640000.0,158940188.6,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22182,14.95,contract,,S C & A INC,10/19/22,5/1/17,11/18/22,https://www.usaspending.gov/award/CONT_AWD_DEEM0004837_8900_-NONE-_-NONE-/,0.0,17467564.65,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Boulder, CO Metro Area",40.094963,-105.397704,SD,80005,21.95,contract,,ROCK & ASSOCIATES,10/19/22,10/19/22,12/14/22,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401388_8900_89503422DWA000010_8900/,48919.68,48919.68,Department of Energy,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING"
"Los Angeles-Long Beach-Anaheim, CA Metro Area",34.108703,-118.182753,SD,92346,57.63,contract,,AAR GOVERNMENT SERVICES INC,10/19/22,8/23/21,8/22/23,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000208_8900_-NONE-_-NONE-/,0.0,41426657.0,Department of Energy,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,DELOITTE CONSULTING LLP,10/19/22,10/22/21,10/21/23,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400370_8900_GS35F0617Y_4732/,0.0,6161228.0,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
